Genes	Modules
1910	ENSG00000151348	darkturquoise
1911	ENSG00000151353	darkmagenta
1912	ENSG00000151414	darkturquoise
1913	ENSG00000151461	darkmagenta
1914	ENSG00000151465	darkturquoise
1915	ENSG00000151491	black
1916	ENSG00000151632	cyan
1917	ENSG00000151725	darkturquoise
1918	ENSG00000151789	darkmagenta
1919	ENSG00000151914	brown
1920	ENSG00000152049	black
1921	ENSG00000152104	darkmagenta
1922	ENSG00000152219	black
1923	ENSG00000152234	black
1924	ENSG00000152377	darkturquoise
1925	ENSG00000152404	darkmagenta
1926	ENSG00000152465	darkmagenta
1927	ENSG00000152492	black
1928	ENSG00000152518	green
1929	ENSG00000152556	black
1930	ENSG00000152558	black
1931	ENSG00000152601	black
1932	ENSG00000152661	black
1933	ENSG00000152700	black
1934	ENSG00000152795	black
1935	ENSG00000152952	darkturquoise
1936	ENSG00000153064	darkmagenta
1937	ENSG00000153071	brown
1938	ENSG00000153130	darkturquoise
1939	ENSG00000153132	darkmagenta
1940	ENSG00000153147	darkturquoise
1941	ENSG00000153187	brown
1942	ENSG00000153246	black
1943	ENSG00000153250	steelblue
1944	ENSG00000153786	green
1945	ENSG00000153815	darkmagenta
1946	ENSG00000153823	darkturquoise
1947	ENSG00000153827	black
1948	ENSG00000153879	darkturquoise
1949	ENSG00000153904	darkturquoise
1950	ENSG00000153914	darkmagenta
1951	ENSG00000154096	cyan
1952	ENSG00000154122	brown
1953	ENSG00000154144	darkmagenta
1954	ENSG00000154174	black
1955	ENSG00000154175	brown
1956	ENSG00000154188	darkturquoise
1957	ENSG00000154229	steelblue
1958	ENSG00000154277	grey60
1959	ENSG00000154380	black
1960	ENSG00000154473	darkturquoise
1961	ENSG00000154518	blue
1962	ENSG00000154556	green
1963	ENSG00000154582	blue
1964	ENSG00000154723	blue
1965	ENSG00000154734	lightyellow
1966	ENSG00000154736	lightyellow
1967	ENSG00000154767	darkmagenta
1968	ENSG00000154845	black
1969	ENSG00000154864	darkmagenta
1970	ENSG00000155085	darkmagenta
1971	ENSG00000155096	black
1972	ENSG00000155097	black
1973	ENSG00000155115	blue
1974	ENSG00000155158	grey60
1975	ENSG00000155254	darkorange
1976	ENSG00000155304	black
1977	ENSG00000155324	lightyellow
1978	ENSG00000155366	darkmagenta
1979	ENSG00000155368	blue
1980	ENSG00000155506	grey
1981	ENSG00000155660	steelblue
1982	ENSG00000155827	darkmagenta
1983	ENSG00000155876	steelblue
1984	ENSG00000155959	darkturquoise
1985	ENSG00000156011	black
1986	ENSG00000156026	black
1987	ENSG00000156110	darkturquoise
1988	ENSG00000156113	brown
1989	ENSG00000156411	blue
1990	ENSG00000156466	greenyellow
1991	ENSG00000156467	blue
1992	ENSG00000156471	black
1993	ENSG00000156482	blue
1994	ENSG00000156508	black
1995	ENSG00000156515	grey
1996	ENSG00000156535	black
1997	ENSG00000156587	midnightblue
1998	ENSG00000156603	darkmagenta
1999	ENSG00000156639	brown
2000	ENSG00000156642	black
2001	ENSG00000156804	pink
2002	ENSG00000156976	black
2003	ENSG00000157020	darkturquoise
2004	ENSG00000157150	green
2005	ENSG00000157216	darkmagenta
2006	ENSG00000157227	brown
2007	ENSG00000157240	blue
2008	ENSG00000157483	brown
2009	ENSG00000157514	green
2010	ENSG00000157554	black
2011	ENSG00000157557	white
2012	ENSG00000157593	green
2013	ENSG00000157601	midnightblue
2014	ENSG00000157613	lightgreen
2015	ENSG00000157637	darkorange
2016	ENSG00000157654	darkmagenta
2017	ENSG00000157766	green
2018	ENSG00000157895	darkmagenta
2019	ENSG00000157916	blue
2020	ENSG00000157933	green
2021	ENSG00000158042	blue
2022	ENSG00000158195	darkorange
2023	ENSG00000158290	darkturquoise
2024	ENSG00000158417	darkmagenta
2025	ENSG00000158669	white
2026	ENSG00000158710	steelblue
2027	ENSG00000158747	darkorange
2028	ENSG00000159069	darkorange
2029	ENSG00000159140	white
2030	ENSG00000159167	greenyellow
2031	ENSG00000159176	white
